"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","year"
"31981",3199,"North Carolina","NC","10","H2NC10108 ","","Don","Peterson","Peterson, Don","","R","6,337","7.81%","","","","","2012"
"32002",3201,"North Carolina","NC","10","H4NC11052","","Patsy","Keever","Keever, Patsy","","D  ","36,791","57.88%","","","144,023","43.01%","2012"
"32011",3202,"North Carolina","NC","10","H2NC10090","","Terry Michelle","Bellamy","Bellamy, Terry Michelle","","D  ","16,865","26.53%","","","","","2012"
"32022",3203,"North Carolina","NC","10","H2NC10082","","Timothy","Murphy","Murphy, Timothy","","D  ","9,908","15.59%","","","","","2012"
"32062",3207,"North Carolina","NC","11","H2NC11080","","Mark","Meadows","Meadows, Mark","","R","35,733","37.83%","17,520","76.20%","190,319","57.42%","2012"
"32071",3208,"North Carolina","NC","11","H0NC10169","","Vance","Patterson","Patterson, Vance","","R","22,306","23.61%","5,471","23.80%","","","2012"
"32082",3209,"North Carolina","NC","11","H2NC11072","","Jeff","Hunt","Hunt, Jeff","","R","13,353","14.14%","","","","","2012"
"32091",3210,"North Carolina","NC","11","H2NC11098","","Ethan ","Wingfield","Wingfield, Ethan ","","R","10,697","11.32%","","","","","2012"
"32101",3211,"North Carolina","NC","11","H2NC11122","","Susan","Harris","Harris, Susan","","R  ","5,825","6.17%","","","","","2012"
"32111",3212,"North Carolina","NC","11","H0NC10169","","Kenny","West","West, Kenny","","R","3,970","4.20%","","","","","2012"
"32121",3213,"North Carolina","NC","11","H8NC11061","","Spence ","Campbell","Campbell, Spence ","","R","1,799","1.90%","","","","","2012"
"32132",3214,"North Carolina","NC","11","H2NC11106","","Chris","Petrella","Petrella, Chris","","R","778","0.82%","","","","","2012"
"32152",3216,"North Carolina","NC","11","H2NC11114","","Hayden ","Rogers","Rogers, Hayden ","","D","35,518","55.73%","","","141,107","42.58%","2012"
"3216",3217,"North Carolina","NC","11","H2NC11064","","Cecil","Bothwell","Bothwell, Cecil","","D","19,161","30.07%","","","","","2012"
"32171",3218,"North Carolina","NC","11","H0NC08221","","Tom","Hill","Hill, Tom","","D  ","9,049","14.20%","","","","","2012"
"32212",3222,"North Carolina","NC","12","H2NC12021","(I)","Mel","Watt","Watt, Mel","","D","52,968","80.91%","","","247,591","79.63%","2012"
"32222",3223,"North Carolina","NC","12","H2NC12074","","Matt","Newton","Newton, Matt","","D  ","12,495","19.09%","","","","","2012"
"32241",3225,"North Carolina","NC","12","H2NC12179","","Jack ","Brosch","Brosch, Jack ","","R","Unopposed","","","","63,317","20.37%","2012"
"3227",3228,"North Carolina","NC","13","H2NC13110","","George ","Holding","Holding, George ","","R  ","37,341","43.51%","","","210,495","56.80%","2012"
"32281",3229,"North Carolina","NC","13","H2NC13128","","Paul Y.","Coble","Coble, Paul Y.","","R","29,354","34.21%","","","","","2012"
"32291",3230,"North Carolina","NC","13","H0NC13015","","Bill","Randall","Randall, Bill","","R","19,119","22.28%","","","","","2012"
"32312",3232,"North Carolina","NC","13","H2NC13144","","Charles ","Malone","Malone, Charles ","","D","45,865","66.89%","","","160,115","43.20%","2012"
"32322",3233,"North Carolina","NC","13","H2NC13136","","Bernard A. ","Holliday","Holliday, Bernard A. ","","D  ","22,703","33.11%","","","","","2012"
"32392",3240,"North Dakota","ND","00","H0ND01026","","Kevin","Cramer","Cramer, Kevin","","R","54,405","54.44%","","","173,433","54.87%","2012"
"32401",3241,"North Dakota","ND","00","H2ND00099","","Brian P.","Kalk","Kalk, Brian P.","","R","45,415","45.45%","","","","","2012"
"32432",3244,"North Dakota","ND","00","H2ND00115","","Pam","Gulleson","Gulleson, Pam","","DNL","51,750","99.86%","","","131,869","41.72%","2012"
"3246",3247,"North Dakota","ND","00","H2ND00149","","Eric","Olson","Olson, Eric","","LIB","655","98.50%","","","10,261","3.25%","2012"
"32641",3265,"North Dakota","ND","S","S2ND00099","","Heidi","Heitkamp","Heitkamp, Heidi","","DNL","57,246","99.85%","","","161,163","50.23%","2012"
"32671",3268,"North Dakota","ND","S","S2ND00073","","Rick","Berg","Berg, Rick","","R","67,860","66.41%","","","158,282","49.33%","2012"
"32682",3269,"North Dakota","ND","S","S0ND00069","","Duane","Sand","Sand, Duane","","R","34,213","33.48%","","","","","2012"
"3272",3273,"North Dakota","ND","S","S2ND00099","","Heidi","Heitkamp","Heitkamp, Heidi","","W(CON)","4","9.76%","","","","","2012"
"32732",3274,"North Dakota","ND","S","S2ND00073","","Rick","Berg","Berg, Rick","","W(CON)","1","2.44%","","","","","2012"
