"","X1","STATE.ABBREVIATION","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF.ELECTION.VOTES..LA.","GE.RUNOFF.ELECTION....LA.","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","GE.WINNER.INDICATOR","FOOTNOTES","X","X.1","year"
"2640",2641,"OR","Oregon","03","H6OR03064 ","(I)","Earl ","Blumenauer","Blumenauer, Earl ","","D","69,753","98.63%","","","211,748","72.33%","","","","","W","",NA,NA,"2014"
"2643",2644,"OR","Oregon","03","H4OR03101","","James","Buchal","Buchal, James","","R/CON*/IP*","15,083","97.81%","","","57,424","19.61%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2646",2647,"OR","Oregon","03","H8OR03052","","Michael","Meo","Meo, Michael","","PG","*","","","","12,106","4.14%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2647",2648,"OR","Oregon","03","H4OR03127","","Jeffrey J.","Langan","Langan, Jeffrey J.","","LIB","*","","","","6,381","2.18%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2648",2649,"OR","Oregon","03","H4OR03135","","David ","Walker","Walker, David ","","NAF","","","","","4,009","1.37%","","","","","","",NA,NA,"2014"
"2654",2655,"OR","Oregon","04","H6OR04047","(I)","Peter A.","DeFazio","DeFazio, Peter A.","","D/PRO/WF*","57,970","98.28%","","","181,624","58.55%","","","","","W","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2657",2658,"OR","Oregon","04","H0OR04081","","Art","Robinson","Robinson, Art","","R/CON*","45,391","97.31%","","","116,534","37.57%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2661",2662,"OR","Oregon","04","H8OR04134","","Mike","Beilstein","Beilstein, Mike","","PG","*","","","","6,863","2.21%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2662",2663,"OR","Oregon","04","H4OR04109","","David L.","Chester","Chester, David L.","","LIB","*","","","","4,676","1.51%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2666",2667,"OR","Oregon","05","H8OR05107 ","(I)","Kurt","Schrader","Schrader, Kurt","","D","42,041","83.10%","","","150,944","53.70%","","","","","W","",NA,NA,"2014"
"2667",2668,"OR","Oregon","05","H4OR05254 ","","Anita","Brown","Brown, Anita","","D","8,106","16.02%","","","","","","","","","","",NA,NA,"2014"
"2671",2672,"OR","Oregon","05","H4OR05239 ","","Tootie ","Smith","Smith, Tootie ","","R","31,883","62.83%","","","110,332","39.25%","","","","","","",NA,NA,"2014"
"2672",2673,"OR","Oregon","05","H4OR05213","","Ben","Pollock","Pollock, Ben","","R","18,595","36.64%","","","","","","","","","","",NA,NA,"2014"
"2676",2677,"OR","Oregon","05","H4OR05247","","Marvin","Sannes","Sannes, Marvin","","IP","*","","","","7,674","2.73%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2677",2678,"OR","Oregon","05","H2OR05175","","Raymond","Baldwin","Baldwin, Raymond","","CON","*","","","","6,208","2.21%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2678",2679,"OR","Oregon","05","H4OR05262","","Daniel K.","Souza","Souza, Daniel K.","","LIB","*","","","","5,198","1.85%","","","","","","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks.",NA,NA,"2014"
"2686",2687,"PA","Pennsylvania","01","H8PA01153 ","(I)","Robert A.","Brady","Brady, Robert A.","","D","47,565","99.87%","","","131,248","82.84%","","","","","W","",NA,NA,"2014"
"2689",2690,"PA","Pennsylvania","01","H4PA01103","","Megan","Rath","Rath, Megan","","R","6,995","99.73%","","","27,193","17.16%","","","","","","",NA,NA,"2014"
"2694",2695,"PA","Pennsylvania","02","H2PA02055","(I)","Chaka ","Fattah","Fattah, Chaka ","","D","82,167","99.91%","","","181,141","87.70%","","","","","W","",NA,NA,"2014"
"2697",2698,"PA","Pennsylvania","02","H4PA02051","","Armond","James","James, Armond","","R","3,117","99.81%","","","25,397","12.30%","","","","","","",NA,NA,"2014"
"2702",2703,"PA","Pennsylvania","03","H0PA03271","(I)","Mike","Kelly","Kelly, Mike","","R","33,475","99.17%","","","113,859","60.63%","","","","","W","",NA,NA,"2014"
"2705",2706,"PA","Pennsylvania","03","H4PA03109","","Dan","Lavallee","Lavallee, Dan","","D","30,153","98.84%","","","73,931","39.37%","","","","","","",NA,NA,"2014"
"2710",2711,"PA","Pennsylvania","04","H2PA04135","(I)","Scott","Perry","Perry, Scott","","R","35,020","99.46%","","","147,090","74.54%","","","","","W","",NA,NA,"2014"
"2713",2714,"PA","Pennsylvania","04","H4PA00048","","Linda Deliah","Thompson","Thompson, Linda Deliah","","D","24,312","97.59%","","","50,250","25.46%","","","","","","",NA,NA,"2014"
"2718",2719,"PA","Pennsylvania","05","H8PA05071","(I)","Glenn GT","Thompson","Thompson, Glenn GT","","R","37,564","98.90%","","","115,018","63.60%","","","","","W","",NA,NA,"2014"
"2721",2722,"PA","Pennsylvania","05","H4PA05062","","Kerith Strano ","Taylor","Taylor, Kerith Strano ","","D","18,172","53.27%","","","65,839","36.40%","","","","","","",NA,NA,"2014"
"2722",2723,"PA","Pennsylvania","05","H4PA05054","","Thomas","Tarantella","Tarantella, Thomas","","D","15,603","45.74%","","","","","","","","","","",NA,NA,"2014"
"2727",2728,"PA","Pennsylvania","06","H0PA06076","","Ryan","Costello","Costello, Ryan","","R","24,313","99.94%","","","119,643","56.29%","","","","","W","",NA,NA,"2014"
"2730",2731,"PA","Pennsylvania","06","H0PA06084","","Manan","Trivedi","Trivedi, Manan","","D","27,359","99.91%","","","92,901","43.71%","","","","","","",NA,NA,"2014"
"2735",2736,"PA","Pennsylvania","07","H0PA07082","(I)","Patrick L.","Meehan","Meehan, Patrick L.","","R","31,020","99.88%","","","145,869","62.04%","","","","","W","",NA,NA,"2014"
"2738",2739,"PA","Pennsylvania","07","H4PA07092","","Mary Ellen","Balchunis","Balchunis, Mary Ellen","","D","29,444","99.90%","","","89,256","37.96%","","","","","","",NA,NA,"2014"
"2743",2744,"PA","Pennsylvania","08","H4PA08074","(I)","Michael G.","Fitzpatrick","Fitzpatrick, Michael G.","","R","22,170","100.00%","","","137,731","61.90%","","","","","W","",NA,NA,"2014"
"2746",2747,"PA","Pennsylvania","08","H4PA08108","","Kevin","Strouse","Strouse, Kevin","","D","18,440","51.13%","","","84,767","38.10%","","","","","","",NA,NA,"2014"
"2747",2748,"PA","Pennsylvania","08","H4PA08116","","Shaughnessy","Naughton","Naughton, Shaughnessy","","D","17,623","48.87%","","","","","","","","","","",NA,NA,"2014"
"2752",2753,"PA","Pennsylvania","09","H2PA09035","(I)","Bill","Shuster","Shuster, Bill","","R","24,465","52.59%","","","110,094","63.52%","","","","","W","",NA,NA,"2014"
"2753",2754,"PA","Pennsylvania","09","H4PA09056","","Arthur L.","Halvorson","Halvorson, Arthur L.","","R","16,021","34.44%","","","","","","","","","","",NA,NA,"2014"
"2754",2755,"PA","Pennsylvania","09","H2PA09092","","Travis G.","Schooley","Schooley, Travis G.","","R","5,885","12.65%","","","","","","","","","","",NA,NA,"2014"
"2757",2758,"PA","Pennsylvania","09","H2PA09043","","Alanna","Hartzok","Hartzok, Alanna","","D","30,938","97.47%","","","63,223","36.48%","","","","","","",NA,NA,"2014"
"2762",2763,"PA","Pennsylvania","10","H0PA10078","(I)","Tom","Marino","Marino, Tom","","R","32,538","99.17%","","","112,851","62.58%","","","","","W","",NA,NA,"2014"
"2765",2766,"PA","Pennsylvania","10","H4PA10054","","Scott F.","Brion","Brion, Scott F.","","D","22,860","98.89%","","","44,737","24.81%","","","","","","",NA,NA,"2014"
"2768",2769,"PA","Pennsylvania","10","H4PA10062","","Nicholas","Troiano","Troiano, Nicholas","","IND","","","","","22,734","12.61%","","","","","","",NA,NA,"2014"
"2771",2772,"PA","Pennsylvania","11","H2PA11098","(I)","Lou","Barletta","Barletta, Lou","","R","29,772","99.61%","","","122,464","66.31%","","","","","W","",NA,NA,"2014"
"2774",2775,"PA","Pennsylvania","11","H4PA11052","","Andy","Ostrowski","Ostrowski, Andy","","D","28,567","98.21%","","","62,228","33.69%","","","","","","",NA,NA,"2014"
"2779",2780,"PA","Pennsylvania","12","H0PA04220","(I)","Keith ","Rothfus","Rothfus, Keith ","","R","23,291","99.25%","","","127,993","59.28%","","","","","W","",NA,NA,"2014"
"2782",2783,"PA","Pennsylvania","12","H4PA12043","","Erin","McClelland","McClelland, Erin","","D","32,971","67.67%","","","87,928","40.72%","","","","","","",NA,NA,"2014"
"2783",2784,"PA","Pennsylvania","12","H4PA12050","","John A.","Hugya","Hugya, John A.","","D","15,547","31.91%","","","","","","","","","","",NA,NA,"2014"
"2788",2789,"PA","Pennsylvania","13","H4PA13199","","Brendan F.","Boyle","Boyle, Brendan F.","","D","24,775","40.60%","","","123,601","67.12%","","","","","W","",NA,NA,"2014"
"2789",2790,"PA","Pennsylvania","13","H2PA13078","","Marjorie","Margolies","Margolies, Marjorie","","D","16,723","27.41%","","","","","","","","","","",NA,NA,"2014"
"2790",2791,"PA","Pennsylvania","13","H4PA13181","","Daylin B.","Leach","Leach, Daylin B.","","D","10,130","16.60%","","","","","","","","","","",NA,NA,"2014"
"2791",2792,"PA","Pennsylvania","13","H4PA13165","","Valerie","Arkoosh","Arkoosh, Valerie","","D","9,386","15.38%","","","","","","","","","","",NA,NA,"2014"
"2794",2795,"PA","Pennsylvania","13","H0PA13080","","Carson Dee","Adcock","Adcock, Carson Dee","","R","10,211","65.76%","","","60,549","32.88%","","","","","","",NA,NA,"2014"
"2795",2796,"PA","Pennsylvania","13","H4PA13215","","Beverly A.","Plosa-Bowser","Plosa-Bowser, Beverly A.","","R","5,312","34.21%","","","","","","","","","","",NA,NA,"2014"
"2800",2801,"PA","Pennsylvania","14","H4PA18131","(I)","Mike","Doyle","Doyle, Mike","","D","57,039","84.06%","","","148,351","100.00%","","","","","W","",NA,NA,"2014"
"2801",2802,"PA","Pennsylvania","14","H2PA14092","","Janis C.","Brooks","Brooks, Janis C.","","D","10,806","15.93%","","","","","","","","","","",NA,NA,"2014"
"2808",2809,"PA","Pennsylvania","15","H4PA15087","(I)","Charles W.","Dent","Dent, Charles W.","","R","20,700","99.94%","","","128,285","100.00%","","","","","W","",NA,NA,"2014"
"2815",2816,"PA","Pennsylvania","16","H6PA16197","(I)","Joseph R.","Pitts","Pitts, Joseph R.","","R","25,611","98.77%","","","101,722","57.72%","","","","","W","",NA,NA,"2014"
"2818",2819,"PA","Pennsylvania","16","H4PA16085","","Tom","Houghton","Houghton, Tom","","D","14,386","62.64%","","","74,513","42.28%","","","","","","",NA,NA,"2014"
"2819",2820,"PA","Pennsylvania","16","H4PA16077","","Raja","Kittappa","Kittappa, Raja","","D","8,541","37.19%","","","","","","","","","","",NA,NA,"2014"
"2824",2825,"PA","Pennsylvania","17","H2PA17079","(I)","Matt","Cartwright","Cartwright, Matt","","D","47,992","98.59%","","","93,680","56.76%","","","","","W","",NA,NA,"2014"
"2827",2828,"PA","Pennsylvania","17","H4PA17125","","David J.","Moylan","Moylan, David J.","","R","9,227","44.26%","","","71,371","43.24%","","","","","","",NA,NA,"2014"
"2828",2829,"PA","Pennsylvania","17","H4PA17141","","Matthew D.","Connolly","Connolly, Matthew D.","","R","7,000","33.58%","","","","","","","","","","",NA,NA,"2014"
"2829",2830,"PA","Pennsylvania","17","H4PA17117","","Matthew","Dietz","Dietz, Matthew","","R","4,465","21.42%","","","","","","","","","","",NA,NA,"2014"
"2834",2835,"PA","Pennsylvania","18","H2PA18143","(I)","Tim","Murphy","Murphy, Tim","","R","19,575","99.44%","","","166,076","100.00%","","","","","W","",NA,NA,"2014"
"2844",2845,"RI","Rhode Island","01","H0RI01073","(I)","David N.","Cicilline","Cicilline, David N.","","D","38,264","63.01%","","","87,060","59.49%","","","","","W","",NA,NA,"2014"
"2845",2846,"RI","Rhode Island","01","H4RI01109","","Matthew J.","Fecteau","Fecteau, Matthew J.","","D","22,467","36.99%","","","","","","","","","","",NA,NA,"2014"
"2847",2848,"RI","Rhode Island","01","H4RI01125","","Cormick Brendan","Lynch","Lynch, Cormick Brendan","","R","6,528","72.44%","","","58,877","40.23%","","","","","","",NA,NA,"2014"
"2848",2849,"RI","Rhode Island","01","H4RI01117","","Stanford","Tran","Tran, Stanford","","R","2,484","27.56%","","","","","","","","","","",NA,NA,"2014"
"2854",2855,"RI","Rhode Island","02","H0RI02139","(I)","James R.","Langevin","Langevin, James R.","","D","44,600","100.00%","","","105,716","62.22%","","","","","W","",NA,NA,"2014"
"2856",2857,"RI","Rhode Island","02","H4RI02107","","Rhue R.","Reis","Reis, Rhue R.","","R","14,144","100.00%","","","63,844","37.58%","","","","","","",NA,NA,"2014"
"2859",2860,"RI","Rhode Island","02","H8RI01084","","Charles","Picerno","Picerno, Charles","","W","","","","","6","0.00%","","","","","","",NA,NA,"2014"
"2865",2866,"SC","South Carolina","01","H4SC01073","(I)","Mark","Sanford","Sanford, Mark","","R","Unopposed","","","","119,392","93.41%","","","","","W","",NA,NA,"2014"
"2869",2870,"SC","South Carolina","02","H2SC02059","(I)","Joe","Wilson","Wilson, Joe","","R","43,687","81.61%","","","121,649","62.45%","","","","","W","",NA,NA,"2014"
"2870",2871,"SC","South Carolina","02","H0SC02053","","Eddie ","McCain","McCain, Eddie ","","R","9,842","18.39%","","","","","","","","","","",NA,NA,"2014"
"2872",2873,"SC","South Carolina","02","H8SC02098","","Phil ","Black","Black, Phil ","","D","6,699","54.19%","","","68,719","35.28%","","","","","","",NA,NA,"2014"
"2873",2874,"SC","South Carolina","02","H4SC02055","","Ed ","Greenleaf","Greenleaf, Ed ","","D","5,663","45.81%","","","","","","","","","","",NA,NA,"2014"
"2875",2876,"SC","South Carolina","02","H4SC02063","","Harold, III","Geddings","Geddings, Harold, III","","LBR","*","","","","4,158","2.13%","","","","","","* The Libertarian Party nominated by convention on May 10, 2014, the Labor Party nominated by convention on August 2, 2014, and the Working Families Party nominated by convention on August 14, 2014.  Convention nominees are noted with an asterisk.",NA,NA,"2014"
"2879",2880,"SC","South Carolina","03","H0SC03077","(I)","Jeff","Duncan","Duncan, Jeff","","R","Unopposed","","","","116,741","71.18%","","","","","W","",NA,NA,"2014"
"2880",2881,"SC","South Carolina","03","H4SC03129","","Barbara Jo","Mullis","Mullis, Barbara Jo","","D","4,989","66.61%","","","47,181","28.77%","","","","","","",NA,NA,"2014"
"2881",2882,"SC","South Carolina","03","H4SC03111","","Hosea","Cleveland","Cleveland, Hosea","","D","2,501","33.39%","","","","","","","","","","",NA,NA,"2014"
"2886",2887,"SC","South Carolina","04","H0SC04257","(I)","Trey","Gowdy","Gowdy, Trey","","R","Unopposed","","","","126,452","84.84%","","","","","W","",NA,NA,"2014"
"2887",2888,"SC","South Carolina","04","H4SC04085","","Curtis E.","McLaughlin","McLaughlin, Curtis E.","","LIB","*","","","","21,969","14.74%","","","","","","* The Libertarian Party nominated by convention on May 10, 2014, the Labor Party nominated by convention on August 2, 2014, and the Working Families Party nominated by convention on August 14, 2014.  Convention nominees are noted with an asterisk.",NA,NA,"2014"
