"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF","GE.RUNOFF..","COMBINED.GE.PARTY.TOTALS..CT..NY.","COMBINED....CT..NY.","FOOTNOTES","year"
"353",354,"California","CA","23","H8CA22089","(I)","Lois","Capps","Capps, Lois","","D","50,385","99.68%","","","171,403","68.07%","","","","","","2008"
"354",355,"California","CA","23","H8CA23087","","Sandra","Marshall-Eminger","Marshall-Eminger, Sandra","","W(D)","164","0.32%","","","","","","","","","","2008"
"356",357,"California","CA","23","H8CA23079","","Matt T.","Kokkonen","Kokkonen, Matt T.","","R","30,094","100.00%","","","80,385","31.93%","","","","","","2008"
"359",360,"California","CA","24","H6CA21028","(I)","Elton","Gallegly","Gallegly, Elton","","R","45,124","77.04%","","","174,492","58.15%","","","","","","2008"
"360",361,"California","CA","24","H6CA24279","","Michael","Tenenbaum","Tenenbaum, Michael","","R","13,446","22.96%","","","","","","","","","","2008"
"362",363,"California","CA","24","H8CA24143","","Marta Ann","Jorgensen","Jorgensen, Marta Ann","","D","17,640","45.58%","","","125,560","41.85%","","","","","","2008"
"363",364,"California","CA","24","H6CA24253","","Jill","Martinez","Martinez, Jill","","D","12,324","31.85%","","","","","","","","","","2008"
"364",365,"California","CA","24","H6CA24246","","Mary","Pallant","Pallant, Mary","","D","8,733","22.57%","","","","","","","","","","2008"
"367",368,"California","CA","25","H2CA25036","(I)","Howard P. ""Buck""","McKeon","McKeon, Howard P. ""Buck""","","R","30,937","100.00%","","","144,660","57.73%","","","","","","2008"
"369",370,"California","CA","25","H8CA25058","","Jackie","Conaway","Conaway, Jackie","","D","18,054","100.00%","","","105,929","42.27%","","","","","","2008"
"372",373,"California","CA","26","H8CA35032","(I)","David","Dreier","Dreier, David","","R","29,627","74.47%","","","140,615","52.64%","","","","","","2008"
"373",374,"California","CA","26","H4CA26113","","Sonny","Sardo","Sardo, Sonny","","R","10,158","25.53%","","","","","","","","","","2008"
"375",376,"California","CA","26","H6CA26183","","Russ","Warner","Warner, Russ","","D","17,165","67.33%","","","108,039","40.44%","","","","","","2008"
"376",377,"California","CA","26","H4CA26097","","Cynthia","Matthews","Matthews, Cynthia","","D","8,327","32.67%","","","","","","","","","","2008"
"378",379,"California","CA","26","H8CA26098","","Ted","Brown","Brown, Ted","","LBT","238","100.00%","","","18,476","6.92%","","","","","","2008"
"381",382,"California","CA","27","H6CA24113","(I)","Brad","Sherman","Sherman, Brad","","D","25,591","100.00%","","","145,812","68.51%","","","","","","2008"
"383",384,"California","CA","27","H8CA27088","","Navraj","Singh","Singh, Navraj","","R","13,354","100.00%","","","52,852","24.83%","","","","","","2008"
"385",386,"California","CA","27","H8CA27096","","Tim","Denton","Denton, Tim","","LBT","196","100.00%","","","14,171","6.66%","","","","","","2008"
"388",389,"California","CA","28","H2CA26026","(I)","Howard L.","Berman","Berman, Howard L.","","D","23,265","100.00%","","","137,471","99.89%","","","","","","2008"
"392",393,"California","CA","29","H0CA27085","(I)","Adam B.","Schiff","Schiff, Adam B.","","D","24,486","100.00%","","","146,198","68.91%","","","","","","2008"
"394",395,"California","CA","29","H8CA29076","","Charles","Hahn","Hahn, Charles","","R","16,241","100.00%","","","56,727","26.74%","","","","","","2008"
"396",397,"California","CA","29","H8CA29084","","Alan","Pyeatt","Pyeatt, Alan","","LBT","146","100.00%","","","9,219","4.35%","","","","","","2008"
"399",400,"California","CA","30","H6CA24048","(I)","Henry A.","Waxman","Waxman, Henry A.","","D","52,980","100.00%","","","242,792","100.00%","","","","","","2008"
"401",402,"California","CA","30","H8CA30058","","Keith A.","Fichtelman","Fichtelman, Keith A.","","W(R)","121","100.00%","","","","","","","","","","2008"
"404",405,"California","CA","31","H2CA30143","(I)","Xavier","Becerra","Becerra, Xavier","","D","18,127","100.00%","","","110,955","100.00%","","","","","","2008"
"407",408,"California","CA","32","H0CA31087","(I)","Hilda L.","Solis","Solis, Hilda L.","","D","17,345","100.00%","","","130,142","99.99%","","","","","","2008"
"411",412,"California","CA","33","H2CA32099","(I)","Diane E.","Watson","Watson, Diane E.","","D","44,934","88.13%","","","186,924","87.57%","","","","","","2008"
"412",413,"California","CA","33","H8CA33250","","Felicia","Ford","Ford, Felicia","","D","3,738","7.33%","","","","","","","","","","2008"
"413",414,"California","CA","33","H0CA32085","","Mervin","Evans","Evans, Mervin","","D","2,315","4.54%","","","","","","","","","","2008"
"415",416,"California","CA","33","H8CA33243","","David C., II","Crowley","Crowley, David C., II","","R","4,680","100.00%","","","26,536","12.43%","","","","","","2008"
"418",419,"California","CA","34","H2CA33048","(I)","Lucille","Roybal-Allard","Roybal-Allard, Lucille","","D","12,622","99.98%","","","98,503","77.09%","","","","","","2008"
"419",420,"California","CA","34","H8CA34092","","Kevin M.","Moreau","Moreau, Kevin M.","","W (D)","2","0.02%","","","","","","","","","","2008"
"421",422,"California","CA","34","H8CA34084","","Christopher","Balding","Balding, Christopher","","R","2,948","59.26%","","","29,266","22.91%","","","","","","2008"
"422",423,"California","CA","34","H6CA34211","","Wayne","Miller","Miller, Wayne","","R","2,027","40.74%","","","","","","","","","","2008"
"425",426,"California","CA","35","H4CA23011","(I)","Maxine","Waters","Waters, Maxine","","D","36,685","100.00%","","","150,778","82.58%","","","","","","2008"
"427",428,"California","CA","35","H8CA35099","","Ted","Hayes","Hayes, Ted","","R","5,686","100.00%","","","24,169","13.24%","","","","","","2008"
"429",430,"California","CA","35","H8CA35107","","Herb","Peters","Peters, Herb","","LBT","68","100.00%","","","7,632","4.18%","","","","","","2008"
"432",433,"California","CA","36","H2CA27107","(I)","Jane","Harman","Harman, Jane","","D","32,009","100.00%","","","171,948","68.64%","","","","","","2008"
"434",435,"California","CA","36","H6CA36125","","Brian","Gibson","Gibson, Brian","","R","20,109","100.00%","","","78,543","31.36%","","","","","","2008"
"437",438,"California","CA","37","H8CA37137","(I)","Laura","Richardson","Richardson, Laura","","D","25,713","74.41%","","","131,342","74.94%","","","","","","2008"
"438",439,"California","CA","37","H2CA38062","","Peter","Mathews","Mathews, Peter","","D","5,860","16.96%","","","","","","","","","","2008"
"439",440,"California","CA","37","H8CA37178","","Lee","Davis","Davis, Lee","","D/W","2,983","8.63%","","","10","0.01%","","","","","","2008"
"441",442,"California","CA","37","H8CA37277","","Nicholas ""Nick""","Dibs","Dibs, Nicholas ""Nick""","","I","","","","","42,774","24.41%","","","","","","2008"
"442",443,"California","CA","37","H2CA38062","","Peter","Mathews","Mathews, Peter","","W","","","","","600","0.34%","","","","","","2008"
"443",444,"California","CA","37","H8CA37285","","June Viena","Pouesi","Pouesi, June Viena","","W","","","","","526","0.30%","","","","","","2008"
"445",446,"California","CA","38","H8CA34068","(I)","Grace F.","Napolitano","Napolitano, Grace F.","","D","16,140","100.00%","","","130,211","81.73%","","","","","","2008"
"447",448,"California","CA","38","H8CA38101","","Christopher M.","Agrella","Agrella, Christopher M.","","LBT","50","100.00%","","","29,113","18.27%","","","","","","2008"
"450",451,"California","CA","39","H2CA39078","(I)","Linda T.","Sanchez","Sanchez, Linda T.","","D","18,949","100.00%","","","125,289","69.67%","","","","","","2008"
"452",453,"California","CA","39","H8CA39125","","Diane A.","Lenning","Lenning, Diane A.","","R","10,485","100.00%","","","54,533","30.33%","","","","","","2008"
"455",456,"California","CA","40","H6CA39020","(I)","Ed","Royce","Royce, Ed","","R","39,565","100.00%","","","144,923","62.55%","","","","","","2008"
"457",458,"California","CA","40","H6CA40275","","Christina","Avalos","Avalos, Christina","","D","11,481","56.31%","","","86,772","37.45%","","","","","","2008"
"458",459,"California","CA","40","H8CA40198","","Tom","Kennedy","Kennedy, Tom","","D","8,908","43.69%","","","","","","","","","","2008"
"461",462,"California","CA","41","H8CA37079","(I)","Jerry","Lewis","Lewis, Jerry","","R","36,663","82.49%","","","159,486","61.65%","","","","","","2008"
"462",463,"California","CA","41","H8CA41154","","Eric","Stone","Stone, Eric","","R","4,330","9.74%","","","","","","","","","","2008"
"463",464,"California","CA","41","H8CA41162","","Pamela","Zander","Zander, Pamela","","R","3,455","7.77%","","","","","","","","","","2008"
"465",466,"California","CA","41","H8CA41121","","Tim","Prince","Prince, Tim","","D","8,335","31.86%","","","99,214","38.35%","","","","","","2008"
"466",467,"California","CA","41","H8CA41139","","Rita","Ramirez-Dean","Ramirez-Dean, Rita","","D","7,435","28.42%","","","","","","","","","","2008"
"467",468,"California","CA","41","H8CA41113","","Patrick","Meagher","Meagher, Patrick","","D","6,952","26.57%","","","","","","","","","","2008"
"468",469,"California","CA","41","H8CA41147","","Beverly","Bruins","Bruins, Beverly","","D","3,441","13.15%","","","","","","","","","","2008"
"471",472,"California","CA","42","H8CA41063","(I)","Gary G.","Miller","Miller, Gary G.","","R","39,168","100.00%","","","158,404","60.16%","","","","","","2008"
"473",474,"California","CA","42","H8CA42202","","Edwin ""Ed""","Chau","Chau, Edwin ""Ed""","","D","8,935","47.73%","","","104,909","39.84%","","","","","","2008"
"474",475,"California","CA","42","H8CA42210","","Michael","Williamson","Williamson, Michael","","D","5,217","27.87%","","","","","","","","","","2008"
"475",476,"California","CA","42","H8CA42194","","Ronald","Shepston","Shepston, Ronald","","D","4,568","24.40%","","","","","","","","","","2008"
"478",479,"California","CA","43","H6CA42099","(I)","Joe","Baca","Baca, Joe","","D","13,177","66.29%","","","108,259","69.14%","","","","","","2008"
"479",480,"California","CA","43","H8CA43101","","Joanne","Gilbert","Gilbert, Joanne","","D","6,701","33.71%","","","","","","","","","","2008"
"481",482,"California","CA","43","H8CA43119","","John","Roberts","Roberts, John","","R","5,406","59.56%","","","48,312","30.86%","","","","","","2008"
"482",483,"California","CA","43","H6CA43121","","Scott","Folkens","Folkens, Scott","","R","3,670","40.44%","","","","","","","","","","2008"
"485",486,"California","CA","44","H2CA37023","(I)","Ken","Calvert","Calvert, Ken","","R","32,702","100.00%","","","129,937","51.19%","","","","","","2008"
"487",488,"California","CA","44","H8CA44091","","Bill","Hedrick","Hedrick, Bill","","D","20,074","100.00%","","","123,890","48.81%","","","","","","2008"
"490",491,"California","CA","45","H8CA44034","(I)","Mary Bono","Mack","Mack, Mary Bono","","R","38,726","89.35%","","","155,166","58.29%","","","","","","2008"
"491",492,"California","CA","45","H8CA45122","","George","Pearne","Pearne, George","","R","4,618","10.65%","","","","","","","","","","2008"
"493",494,"California","CA","45","H8CA45114","","Julie","Bornstein","Bornstein, Julie","","D","18,479","60.98%","","","111,026","41.71%","","","","","","2008"
"494",495,"California","CA","45","H8CA45098","","Paul","Clay","Clay, Paul","","D","8,697","28.70%","","","","","","","","","","2008"
"495",496,"California","CA","45","H8CA45106","","David","Hunsicker","Hunsicker, David","","D","3,127","10.32%","","","","","","","","","","2008"
"498",499,"California","CA","46","H8CA42061","(I)","Dana","Rohrabacher","Rohrabacher, Dana","","R","43,693","86.62%","","","149,818","52.52%","","","","","","2008"
"499",500,"California","CA","46","H8CA46104","","Ronald","St. John","St. John, Ronald","","R","6,751","13.38%","","","","","","","","","","2008"
"501",502,"California","CA","46","H8CA46096","","Debbie","Cook","Cook, Debbie","","D","24,238","80.80%","","","122,891","43.08%","","","","","","2008"
"502",503,"California","CA","46","H8CA46088","","Daniel","Kalmick","Kalmick, Daniel","","D","5,759","19.20%","","","","","","","","","","2008"
"504",505,"California","CA","46","H4CA46095","","Thomas","Lash","Lash, Thomas","","GRE","223","100.00%","","","8,257","2.89%","","","","","","2008"
"506",507,"California","CA","46","H8CA46112","","Ernst P.","Gasteiger","Gasteiger, Ernst P.","","LBT","295","100.00%","","","4,311","1.51%","","","","","","2008"
"509",510,"California","CA","47","H6CA46033","(I)","Loretta","Sanchez","Sanchez, Loretta","","D","16,430","100.00%","","","85,878","69.49%","","","","","","2008"
"511",512,"California","CA","47","H6CA47031","","Rosemarie ""Rosie""","Avila","Avila, Rosemarie ""Rosie""","","R","12,245","100.00%","","","31,432","25.43%","","","","","","2008"
"513",514,"California","CA","47","H8CA47052","","Robert","Lauten","Lauten, Robert","","AIP","398","100.00%","","","6,274","5.08%","","","","","","2008"
"516",517,"California","CA","48","H6CA48039","(I)","John","Campbell","Campbell, John","","R","50,101","100.00%","","","171,658","55.61%","","","","","","2008"
"518",519,"California","CA","48","H6CA48070","","Steve","Young","Young, Steve","","D","22,959","100.00%","","","125,537","40.67%","","","","","","2008"
"520",521,"California","CA","48","H8CA48027","","Don","Patterson","Patterson, Don","","LBT","331","100.00%","","","11,507","3.73%","","","","","","2008"
"523",524,"California","CA","49","H0CA48024","(I)","Darrell","Issa","Issa, Darrell","","R","41,369","100.00%","","","140,300","58.30%","","","","","","2008"
"525",526,"California","CA","49","H8CA49041","","Robert","Hamilton","Hamilton, Robert","","D","21,571","100.00%","","","90,138","37.45%","","","","","","2008"
"527",528,"California","CA","49","H4CA49081","","Lars R.","Grossmith","Grossmith, Lars R.","","LBT","292","100.00%","","","10,232","4.25%","","","","","","2008"
"530",531,"California","CA","50","H4CA49032","(I)","Brian","Bilbray","Bilbray, Brian","","R","58,511","100.00%","","","157,502","50.24%","","","","","","2008"
"532",533,"California","CA","50","H8CA50023","","Nick","Leibham","Leibham, Nick","","D","23,874","57.67%","","","141,635","45.18%","","","","","","2008"
"533",534,"California","CA","50","H8CA50056","","Cheryl","Ede","Ede, Cheryl","","D","17,523","42.33%","","","","","","","","","","2008"
"535",536,"California","CA","50","H8CA50072","","Wayne","Dunlap","Dunlap, Wayne","","LBT","436","100.00%","","","14,365","4.58%","","","","","","2008"
"538",539,"California","CA","51","H2CA50034","(I)","Bob","Filner","Filner, Bob","","D","31,690","75.68%","","","148,281","72.75%","","","","","","2008"
"539",540,"California","CA","51","H2CA51131","","Daniel","Ramirez","Ramirez, Daniel","","D","10,182","24.32%","","","","","","","","","","2008"
"541",542,"California","CA","51","H8CA51039","","David Lee","Joy","Joy, David Lee","","R","13,417","64.97%","","","49,345","24.21%","","","","","","2008"
"542",543,"California","CA","51","H8CA51047","","Daniel","Felzer","Felzer, Daniel","","R","7,234","35.03%","","","","","","","","","","2008"
"544",545,"California","CA","51","H6CA51058","","Dan ""Frodo""","Litwin","Litwin, Dan ""Frodo""","","LBT","156","100.00%","","","6,199","3.04%","","","","","","2008"
"547",548,"California","CA","52","H8CA52052","","Duncan D.","Hunter","Hunter, Duncan D.","","R","47,930","72.18%","","","160,724","56.37%","","","","","","2008"
"548",549,"California","CA","52","H8CA52037","","Brian","Jones","Jones, Brian","","R","10,862","16.36%","","","","","","","","","","2008"
"549",550,"California","CA","52","H8CA52060","","Robert","Watkins","Watkins, Robert","","R","5,539","8.34%","","","","","","","","","","2008"
"550",551,"California","CA","52","H8CA52094","","Rick","Powell","Powell, Rick","","R","2,074","3.12%","","","","","","","","","","2008"
"552",553,"California","CA","52","H8CA52078","","Mike","Lumpkin","Lumpkin, Mike","","D","22,460","57.96%","","","111,051","38.95%","","","","","","2008"
"553",554,"California","CA","52","H8CA52086","","Vickie","Butcher","Butcher, Vickie","","D","16,294","42.04%","","","","","","","","","","2008"
"555",556,"California","CA","52","H0CA52018","","Michael","Benoit","Benoit, Michael","","LBT","399","100.00%","","","13,316","4.67%","","","","","","2008"
"559",560,"California","CA","53","H0CA49055","(I)","Susan A.","Davis","Davis, Susan A.","","D","43,171","87.60%","","","161,315","68.49%","","","","","","2008"
"560",561,"California","CA","53","H8CA53027","","Michael","Copass","Copass, Michael","","D","6,113","12.40%","","","","","","","","","","2008"
"562",563,"California","CA","53","H8CA53019","","Michael","Crimmins","Crimmins, Michael","","R","19,819","74.90%","","","64,658","27.45%","","","","","","2008"
"563",564,"California","CA","53","H8CA53035","","Naomi","Bar-Lev","Bar-Lev, Naomi","","R","6,642","25.10%","","","","","","","","","","2008"
"565",566,"California","CA","53","H8CA53043","","Edward M.","Teyssier","Teyssier, Edward M.","","LBT","413","100.00%","","","9,569","4.06%","","","","","","2008"
"569",570,"Colorado","CO","01","H6CO01141","(I)","Diana","DeGette","DeGette, Diana","","D","35,804","100.00%","","","203,756","71.94%","","","","","","2008"
"571",572,"Colorado","CO","01","H2CO01108","","George C.","Lilly","Lilly, George C.","","R","6,300","58.16%","","","67,346","23.78%","","","","","","2008"
"572",573,"Colorado","CO","01","H4CO01088","","Charles R.","Crain","Crain, Charles R.","","R","4,533","41.84%","","","","","","","","","","2008"
